class,text
2,Forget the 10 miles that separates their two home arenas and the fan chatter heard within that short expanse. The Nets and Knicks rivalry is now based on a different type 
4,Prosco.net will feature an archive of filings and other information related to the company's many legal battles over Linux.
2,The Illinois rushing offense and the Purdue passing offense dueled in the Big Ten opener for both schools on Saturday at Memorial Stadium in Champaign.
1,"NEW DELHI -- One day after Pakistan's president proposed a demilitarization of the violence-racked Himalayan region of Kashmir, India's response was notably lukewarm, with an official making clear the proposal should not have been made first to reporters."
4,"The conservation agency World Wildlife Fund, or WWF, has warned that man-made chemicals pose a serious threat to polar bears. The WWF says three new scientific studies show "
4,"A host of new products are designed to work and compete with leading enterprise management products, the company says. By Darrell Dunn."
2,"PASADENA, California (Ticker) - Southern California held off a final challenge before punching its ticket to Miami. Heisman Trophy hopeful Reggie Bush scored on two long touchdown runs and accounted for 277 "
4,SAN FRANCISCO - Yahoo just bought the most expensive jukebox ever. But the price was anything but a few quarters. Yahoo bought online jukebox provider Musicmatch.
4,"When it comes to forests, air pollution is not an equal opportunity hazard. While dirty air spreads across large areas of the New England region, it's more scattered in the southeastern part of the United States. (University of Wisconsin-Madison press release)"
3,"Stocks inched higher on Friday in lackluster post-Thanksgiving trading, helped by steel producers amid concerns of a steel shortage and retailers as consumers piled into stores at the start of the holiday-shopping season."
2,The Mets made the expected changes to Art Howe #39;s former staff in announcing yesterday that only pitching coach Rick Peterson would be retained.
4,"With Apple planning to offer similar features in its next version of OS X, programmer Arlo Rose moves Konfabulator to Windows."
2,AP - That noise the crowd made Sunday during the Miami Dolphins' victory at Pro Player Stadium was faintly familiar from seasons past. It's called cheering.
3," The company said it would shutter part of its Japanese  trust business and promised sharper oversight of its remaining  operations, after a scandal led to the closure of its private  bank in the country."
1,"MARK Latham #39;s campaign to become prime minister has suffered an unexpected setback after the Labor leader was rushed to hospital suffering stomach cramps, forcing him to cancel all public engagements until next ..."
1,LONDON British Airways and union leaders said over the weekend that they had agreed to a three-year pay deal for check-in employees and baggage handlers and that a strike scheduled for Friday had been suspended.
3,"Scientists at the Massachusetts Institute of Technology have proved what Popeye already knew -- spinach is an excellent energy source. It's so good that in 10 years, our cellphones and portable computers may be coated in a spinach-based material that provides their electrical power."
3,Negotiations between US Airways Group Inc. and its pilots union over labor concessions collapsed Monday. The airline is seeking \$295 million in annual concessions from pilots.
1,A European Union force has taken over peacekeeping in Bosnia from NATO for an operation seen as a test of the EU #39;s military aspirations and credibility.
3,"A Scandinavian and a Dutch dairy announce plans to merge and create a co-operative of 21,000 farmers."
4,"With its service, the company says, spam is quarantined before it enters the customer's network."
4,Musicland is trying to embrace the Internet and emulate the atmosphere of retail chains like Starbucks.
1,"All Asian political parties share the hope of further deepening their exchanges and cooperation in the 21st century, said Liu Yunshan, a member of the Political Bureau of the CPC Central Committee on Sunday."
4,"The first test launch of a new rocket carrier, the Soyuz-2 (Rus), was carried out successfully today from the Plesetsk cosmodrome in Arkhangelsk Region at 2130 Moscow time, 1830 gmt."
3,Walt Disney Co. President Bob Iger said on Wednesday that a new deal with Pixar Animation Studios was unlikely and that the US media conglomerate 
