class,text
4,What constellation contains the twins Castor and Pollux ?
4,What constellation contains the ?
5,What seven digits follow the area code in the number for long distance information ?
5,What seven digits follow inwards the area code in heptad the number accompany for long distance indium information ?
3,What famous comedian recently tried without success to revive the play ?
3,What far-famed comedian late test without success to animate the wreak ?
0,What does it mean `` Rupee Depreciates '' ?
0,What does it average `` rupee deprecate '' ?
1,What is the correct way to use `` may '' vs. `` might '' ?
1,habit What is the correct way path to use `` may '' utilization vs. `` might '' ?
5,When did the supercontinent Pangaea break up ?
5,the supercontinent break up ?
1,What is a fear of insanity ?
1,fear is insanity What of a ?
1,Aspartame is also called what ?
1,Aspartame called also is what ?
1,In which sport is there a `` scrum '' ?
1,In a scrum is there which `` sport '' ?
5,When was the Big Thompson flood ?
5,When Big was the Thompson flood ?
0,What causes headaches ?
0,causes What headaches ?
5,How many dots make up the symbol for `` because '' ?
5,How many dots make up Transportation the symbol dot for `` disperse because '' ?
0,Colin Powell is famous for what ?
0,Colin Powell is noted for what ?
0,"What clause in the U.S. Constitution may not be changed , altered or amended ?"
0,"in U.S. may not be , or ?"
0,What does the Latin ante mortem mean ?
0,Romance What does the flirt Latin ante mortem mean ?
3,Whom did Lauren Bacall marry after her husband Humphrey Bogart died ?
3,Whom did Lauren Bacall subsequently marry after afterward her husband Humphrey Bogart decease died ?
0,How did the months of the year get there name ?
0,How did the month of the twelvemonth make there appoint ?
5,What does 7847+5943 equal ?
5,What fare does 7847+5943 equal ?
1,What is `` the soft drink for adults '' ?
1,the drink for adults '' ?
3,Who died 1 feet from where John F. Kennedy did ?
3,died 1 feet John. did ?
0,How can I find out my biorhythm ?
0,How can ane discovery out my biorhythm ?
1,What is a fear of money ?
1,is money a fear of What ?
1,What war was fought by the Spanish as far as the Philippines ?
1,What warfare was press by the Spanish as Interahamwe as the Filipino ?
4,What country is the world 's largest importer of cognac ?
4,What nation is the universe 's expectant importer of Cognac ?
1,What is the lowest level of the American judiciary ?
1,of is the level lowest What the American judiciary ?
3,"Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?"
3,"Who with as `` lo-o-ove me ? Get naked , ! '' ?"
0,What were the causes of the Civil War ?
0,What were the suit of the civil warfare ?
5,In what year did Joe DiMaggio compile his 56-game hitting streak ?
5,In what year DiMaggio compile 56-game ?
5,How many miles is it to Ohio from North Carolina ?
5,North miles many is it from Ohio to How Carolina ?
3,What is a society ruled by elders ?
3,What society ruled by ?
1,What age followed the Bronze Age ?
1,What age Age ?
4,Where is the world championship sled dog race held each February ?
4,Where is world dog held each ?
5,How many visitors go to the Vatican each year ?
5,How many visitors each go to the Vatican apiece each year ?
1,Madonna hocks which soft drink ?
1,Madonna hocks soft ?
0,What makes salt ?
0,What salinity makes salt ?
4,What is the largest U.S. state east of the Mississippi ?
4,What largest of is U.S. the east the state Mississippi ?
4,Where is Ocho Rios ?
4,Rios is Ocho Where ?
4,What is the largest city on the Great Lakes ?
4,metropolis What nifty is the largest city on the Great Lakes ?
3,Who wrote the Bible ?
3,Who Bible the wrote ?
3,Which high schools are included in the South Florida Ice Hockey league ?
3,schools are included in the Hockey ?
0,Why do we have to go to school ?
0,why do we have to operate to civilize ?
0,What should you do for an ankle sprain ?
0,What should you do for an ankle wrick ?
3,What baseball team owner and sailor is known as The Mouth of the South ?
3,What baseball team The South sailor is as known owner and of the Mouth ?
0,What is the `` Global Economy '' ?
0,thriftiness What worldwide is the `` Global Economy '' ?
5,How many fiddlers did Old King Cole have ?
5,How fiddlers did King ?
0,How do I tie dye clothes ?
0,I dye clothes ?
3,Who invented volleyball ?
3,Who contrive volleyball ?
1,What stringed weapon fires a bolt ?
1,What stringed artillery evoke a deadbolt ?
1,Name the French historical period during the reign of Napoleon III .
1,list the French historical menstruum during the predominate of Bonaparte tercet .
3,What attorneys work for The Center for the Defense of Free Enterprise ?
3,What attorneys Free for The Center for Enterprise of Defense work the ?
0,"What is the origin of the word , JJ ."
0,"is the What origin JJ the word , of ."
1,What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?
1,What Hemingway $15 a to a bullfighting ?
4,Where was the first restaurant ?
4,Where follow was the first restaurant ?
5,How long did the Paris Commune hold out for against the rest of France ?
5,long did the out for rest of ?
4,What is the largest city in Texas ?
4,What is the inbound largest city in inward Texas ?
0,What is a urologist ?
0,What urologist ?
0,What information can you get me on Fairground Park in St. Louis
0,What information can St Louis get on in Park Fairground you. me
3,Name the two youngsters saved by the animated Moby Dick .
3,Name shaver the kid two youngsters deuce saved by the animated Moby Dick .
0,What type of childhood did Jules Verne have ?
0,What typecast of puerility did Jules Verne have ?
5,How big is the universe actually ?
5,How giving big is the universe openhanded actually ?
1,What non-mechanical sport achieves the highest speeds ?
1,upper What non-mechanical sport mellow achieves the highest speeds ?
5,How many of every 10 members of the Rodeo Cowboys Association have never worked a ranch ?
5,How worked of of every members 10 Association Rodeo Cowboys ranch have never many a the ?
1,What was the food of the Greek gods called ?
1,the food of Greek called ?
4,Where did Gulliver find a race of tiny people ?
4,Where did Gulliver find a mass race of tiny masses people ?
3,What was the infamous pseudonym of Peter Sutcliffe ?
3,was pseudonym Peter Sutcliffe ?
3,What 's the middle name of movie producer Joseph E. Levine ?
3,What 's the middle of name producer E Joseph movie. Levine ?
0,"What was the claim to fame of Explorer I , launched February 1 , 1958 ?"
0,"What was the title to renown of Explorer i , plunge Feb I , 1958 ?"
5,How many members of a family could be drafted in the U.S. military during World War II ?
5,How World members of II family could the many in be U.War. military during drafted S a ?
5,How many bones are there in the human hand ?
5,paw How many bones are there in thither the human hand ?
3,"Who played for the Chicago Bears , Houston Oilers and Oakland Raiders in a 26-year pro football career ?"
3,"played Who for football Chicago Bears , Houston Oilers and career in the a 26-year Oakland Raiders pro ?"
4,What U.S. state has sagebrush as its state flower ?
4,What u.entropy. province has sagebrush as its land efflorescence ?
2,What is the abbreviated term used for the National Bureau of Investigation ?
2,is abbreviated term for the Investigation ?
1,What 's another name for aspartame ?
1,'s for aspartame ?
1,What Nantucket shipwreck killed more divers exploring it than the 52 people it sank with ?
1,than Nantucket more killed shipwreck divers exploring people What it 52 it the sank with ?
1,What is the name of the vaccine for chicken pox ?
1,What is the for of pox chicken name vaccine the ?
0,For what reason did the Shea & Gould law firm close their L.A. office ?
0,For what reasonableness did the Shea & Gould jurisprudence unfluctuating tightlipped their l.a. position ?
0,What is the main application of sodium hydrosulfite ?
0,hydrosulfite is What main of application sodium the ?
1,What Caribbean cult did Marcus Garvey originate ?
1,Caribbean cult Garvey originate ?
1,What product does `` Mrs. Olsen '' promote ?
1,What product answer does `` Mister Mrs. Olsen '' promote ?
1,What is the only modern language that capitalizes its singular first-person pronoun ?
1,What is the embody only modern language that capitalizes IT its singular first-person Modern pronoun ?
3,Who wrote ` Dubliners ' ?
