class,text
4,What is the richest state in the U.S. ?
4,What is the richest state in the United States?
5,When was Babe Ruth born ?
5,When was Babe Ruth born?
5,What was the average life expectancy during the Stone Age ?
5,What was the average life expectancy during the Stone Age?
5,How many types of cheese are there in France ?
5,How many types of cheese are there in France?
5,How long does it take the moon to revolve around the Earth ?
5,How long does the moon take to convert the Earth?
0,How do you get to the top of the Eiffel Tower ?
0,How do you get to the top of the Eiffel Tower?
3,What author did photographer Yousuf Karsh call `` the shiest man I ever met '' ?
3,Which author called photographer Yousuf Karsh ``the most thorny man I've ever met ''?
0,How do I find out about jobs ?
0,How do I know about the jobs?
0,How do you write a correct critical analysis of a poem ?
0,How do you write a correct critical analysis of a poem?
4,What is the nickname of Pennsylvania ?
4,What's Pennsylvania's nickname?
1,What terror of the sea did Johnny Horton sing about ?
1,What terror of the sea does Johnny Horton sing about?
0,"What is the meaning of W.B. Yeat 's poem , `` The Three Hermits ? ''"
0,"What is the meaning of W.B. Yeat's poem, ``The Three Hermits?''"
1,How do you say `` eat the day '' in Latin ?
1,"How do you say ""eat the day"" in Latin?"
3,Who did Jackie Kennedy commission to write The Death of a President ?
3,"Who commissioned Jackie Kennedy to write ""The Death of a President""?"
3,Who thought he 'd never see a poem lovely as a tree ?
3,Who thought I'd never see a lovely poem like a tree?
1,What is the name of the Islamic counterpart to the Red Cross ?
1,What is the name of the Islamic counterpart of the Red Cross?
4,Where can I find a `` Fifth Element '' screensaver ?
4,Where can I find a ''Fifth Element'' screen protector?
1,Which of the five senses develops first ?
1,Which of the five senses develops first?
3,What organization is the Security Council a part of ?
3,What organization does the Security Council belong to?
0,"What was archy , and mehitabel ?"
0,What were Archiy and Mehitabel?
5,How much of the earth 's surface is permanently frozen ?
5,How much of the earth's surface is permanently frozen?
3,Who turned all he touched to gold ?
3,Who turned everything that touched into gold?
1,What are the snakes of New England ?
1,What are the snakes in New England?
0,What causes the redness in your cheeks when you blush ?
0,What causes redness in the cheeks when it blushes?
1,What sport is played on the largest field ?
1,What sport is practiced in the largest field?
5,How many small businesses are there in the United States ?
5,How many small businesses are there in the United States?
4,In what county is Eckley Colorado ?
4,Which county is Eckley Colorado?
1,What 1915 film was the first to gross $5 million ?
1,What 1915 movie was the first in $5 million gross?
0,"How can people from Ireland come to the U.S. , work , and then return to Ireland ?"
0,"How can Irish people come to the US, work, and then go back to Ireland?"
5,How tall was the animated Frankenstein
5,How tall was the animated Frankenstein?
0,How do boats float ?
0,How do ships float?
3,What was the role of the Medieval Guild ?
3,What was the role of the Medieval Guild?
3,What is the name of Dolly Parton 's rarely seen husband ?
3,What's Dolly Parton's husband's name?
1,What is the only animal that can turn its stomach inside out ?
1,What's the only animal that can get your stomach out?
1,What future movie treat was introduced to American colonists in 1603 by Native Americans ?
1,What future film treatment was introduced to American settlers in 1603 by Native Americans?
0,What is the origin of the candy cane at Christmas ?
0,What is the origin of the candy cane at Christmas?
1,What fruit does the ficus produce ?
1,What fruit does ficus produce?
4,Where is Basque country located ?
4,Where is the Basque Country?
4,"What river flows through Vienna , Budapest and Belgrade ?"
4,"Which river flows through Vienna, Budapest and Belgrade?"
1,What is the most famous German word in the English language ?
1,What is the most famous German word in English?
3,What famous husband-and-wife team did radio ads for Blue Nun wine ?
3,Which famous husband and wife team made radio commercials for the Nun Azul wine?
0,What was the reason for the partition of the Anglican and Vatican churches ?
0,What was the reason for the partition of the Anglican and Vatican churches?
1,What sport do the Cleaveland Cavaliers play ?
1,What sport does Cleveland Cavaliers play?
0,How do I get another city 's newspaper ?
0,How do I get the paper from another city?
5,How many inches tall is Stuart Little at birth ?
5,How many inches tall is Stuart Little at birth?
4,What nationality was Jackson Pollock ?
4,What nationality was Jackson Pollock?
3,Who is Barbara Jordan ?
3,Who's Barbara Jordan?
1,"What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?"
1,"What exploded in Lakehurst, New Jersey, on May 6, 1977?"
3,Who is Terrence Malick ?
3,Who's Terrence Malick?
5,"What 's the maximum length , in inches , of a first baseman 's glove ?"
5,"What is the maximum length, in inches, of the glove of a first man of base?"
4,Where can I get mailing lists ?
4,Where can I get mailing lists?
0,"What is deadrise , nautical , ?"
0,"What is the dead, nautical uprising,?"
1,What are common methods used to regulate monopolies ?
1,What are the common methods used to regulate monopolies?
5,In what year did the US Marine Corps adopt the motto `` Semper Fidelis '' ?
5,In what year did the U.S. Marine Corps adopt the slogan ``Semper Fidelis''?
4,What Asian city boasts the world 's biggest bowling alley ?
4,Which Asian city has the largest bowling alley in the world?
0,What is a firewall ?
0,What's a firewall?
0,How does a rainbow form ?
0,How does a rainbow form?
3,What character did Tex Avery first create upon arriving at MGM ?
3,What character created Tex Avery when he arrived at MGM?
3,Who was nicknamed The Little Corporal ?
3,Who was nicknamed the little corporal?
0,What is the origin of Boxing Day ?
0,What is the origin of Boxing Day?
3,Which police department made the all-time biggest cocaine bust in Ventura County ?
3,Which police department made the biggest cocaine bust of all time in Ventura County?
1,What is the name of a Salt Lake City newspaper ?
1,What's the name of a Salt Lake City newspaper?
3,Name 11 famous martyrs .
3,Name 11 famous martyrs.
1,What does a spermologer collect ?
1,What does a spermologist collect?
5,How old is singer Freedy Johnston ?
5,How old is Freedy Johnston?
2,What does the acronym CPR mean ?
2,What does the acronym CPR mean?
0,What are the lyrics to `` Smelly Cat '' ?
0,What are the letters of ``Hot Cat''?
4,What 's the name of the temple that is located near the capital city of Laos ?
4,What is the name of the temple located near the capital of Laos?
5,When was Calypso music invented ?
5,When was Calypso's music invented?
4,What 's the largest U.S. city on the Great Lakes ?
4,What is the largest city in the United States on the Great Lakes?
0,What is artificial intelligence ?
0,What is artificial intelligence?
0,What is real time processing ?
0,What is real-time processing?
3,What Mormon leader was said to have had 27 wives ?
3,Which Mormon leader had 27 wives?
3,Name a French fascist party .
3,He appoints a French fascist party.
5,When will Jean Aeul publish her next book ?
5,When will Jean Aeul publish his next book?
4,Which area produces the least acidic coffee ?
4,Which area produces less acid coffee?
1,What is the predominant color of the Tab label ?
1,What is the predominant color of the Tab tag?
1,What 's the name of the Tampa newspaper ?
1,What's the name of the Tampa newspaper?
3,Name the fast food chain with the golden arches .
3,Name the fast food chain with the golden arches.
4,What Rocky Mountain ridge separates North America 's eastward and westward-flowing rivers ?
4,Which hill of the Rocky Mountains separates the rivers of North America to the east and to the west?
5,When was CNN 's first broadcast ?
5,When was the first CNN broadcast?
3,Who was Maria Theresa ?
3,Who was Maria Theresa?
0,What are perfect tenses ?
0,What are the perfect times?
0,Why were people recruited for the Vietnam War ?
0,Why were people recruited for the Vietnam War?
3,Which of the following rock 'n roll stars has a `` star '' on Hollywood Boulevard ?
3,Which of the following rock 'n roll stars has a ``star'' on Hollywood Boulevard?
0,How can you get rust stains out of clothing ?
0,How can you get rust stains out of your clothes?
1,What did Louis Cartier invent for aviator Santos Dumont in 1940 ?
1,What did Louis Cartier invent for aviator Santos Dumont in 1940?
5,How many states have a `` lemon law '' for new automobiles ?
5,How many states have a lemon law for new cars?
4,What city has the world 's longest subway system ?
4,Which city has the longest subway in the world?
1,What kind of meat is Fray Bentos synonymous with ?
1,What kind of meat is synonymous with Fray Bentos?
3,Name the two actress daughters of John Mills .
3,Name the two actress daughters of John Mills.
1,What turns blue litmus paper red ?
1,What makes the blue paper red?
4,"What country surrounds San Marino , the world 's smallest Republic ?"
4,"Which country surrounds San Marino, the smallest Republic in the world?"
1,What 's the largest letter in Salvador Dali 's signature ?
1,What's the biggest letter from Salvador Dali's firm?
3,What was the name of Darth Vader 's son ?
3,What was Darth Vader's son's name?
0,What were the three prophecies the witches make to Macbeth ?
0,What were the three prophecies that the witches made to Macbeth?
3,Which member of Charlie 's Angels sang vocals for Josie and the Pussycats ?
3,Which member of Charlie's Angels sang voices for Josie and the Pussycats?
3,What is the name of Miss India 1994 ?
3,What's the name of Miss India 1994?
0,"What clause in the U.S. Constitution may not be changed , altered or amended ?"
0,"What clause of the United States Constitution cannot be amended, amended or amended?"
0,What is hydrogen ?
0,What is hydrogen?
1,What is one of the languages of the Sioux ?
1,What is one of the languages of the Sioux?
3,"Who was the first elected mayor of Washington , D.C. ?"
3,"Who was Washington's first elected mayor, D.C.?"
1,What was the eighth day following the Nones in each month of the Roman calendar called ?
1,What was the eighth day after the grandchildren were called every month of the Roman calendar?
1,What 1963 Joseph L. Mankiewicz film cost $28 million ?
1,What 1963 film did Joseph L. Mankiewicz cost $28 million?
0,What is the origin of the word `` attic '' ?
0,What is the origin of the word attic?
0,How do you use an intranet ?
0,How is an intranet used?
0,How does one correctly pronounce ` qigong ' ?
0,How is qigong pronounced correctly?
0,How do you send a movie transcript to Hollywood so that it can be produced into a film ?
0,How do you send a movie transcript to Hollywood so it can be produced in a movie?
4,Where is Glasgow ?
4,Where's Glasgow?
3,Who created Harry Lime ?
3,Who created Harry Lime?
3,Who invented the stock ticker in 1870 ?
3,Who invented the stock in 1870?
4,What country was Kim Philby really working for ?
4,What country did Kim Philby really work for?
3,What athlete makes the most money from sports merchandise sales ?
3,Which athlete makes more money than selling sports goods?
5,What are the lengths of pearl necklaces ?
5,What are the lengths of the pearl necklaces?
1,What was the top box office movie in April 1998 ?
1,What was the April 1998 box office movie?
5,How many `` eyes '' does a coconut have ?
5,"How many ""eyes"" have coconuts?"
5,How many people visit the Pope each month ?
5,How many people visit the Pope every month?
5,How many miles of veins are in the circulatory system ?
5,How many miles of veins are in the circulatory system?
1,What is a fear of water ?
1,What is fear of water?
5,What is the chromosome number of an elephant ?
5,What is the chromosome number of an elephant?
5,How much did Varian Associates try to sell its vacuum products division to the BOC group for ?
5,How much did Varian Associates try to sell their vacuum product division to the BOC group?
5,What are the numbers that fit into Fermont 's last theorem ?
5,What are the numbers that fit into Fermont's last theorem?
1,"What was the non-fiction best-seller of 1952 , 1953 and 1954 ?"
1,"What was the most sold nonfiction in 1952, 1953 and 1954?"
5,How many cables support the main span of the Golden Gate Bridge ?
5,How many cables support the main stretch of the Golden Gate Bridge?
4,In what nation is Edessa located nowadays ?
4,What nation is Edessa in today?
1,What eating utensils are used for handicapped kids ?
1,What food utensils are used for disabled children?
1,What letter appears on the cold-water tap in Spain ?
1,Which card appears on the hot water tap in Spain?
1,What is the name of the 1919 occurrence in which British troops killed over 3 unarmed Indian protestors ?
1,What is the name of the 1919 event in which British troops killed more than three unarmed Indian demonstrators?
1,What part of your body contains the corpus callosum ?
1,What part of your body contains the corpus callosum?
5,What is the temperature for baking Peachy Oat Muffins ?
5,What's the temperature to bake Peachy's oat muffins?
4,What attracts tourists to Reims ?
4,What attracts tourists to Reims?
1,What is the name of the song that Dracula plays on the organ ?
1,What's the name of the song Dracula plays in the organ?
5,What are the unemployment statistics for the years 1965 and 1990 ?
5,What are the unemployment statistics for the years 1965 and 1990?
1,"What children 's tale contains the line : `` Come , Cinderslut , and hold this skein of wool for me '' ?"
1,"What story of the children contains the line: ``Come, Cinderslut, and hold this cut of wool for me ''?"
5,"What is the recommended weight of a 15 year-old male that is 5 , 6 ?"
5,"What is the recommended weight of a 15-year-old male who is 5, 6 years old?"
0,What baseball expression came from the nautical term for ships sailing between the Atlantic and Pacific before the Panama Canal ?
0,What expression of baseball came from the nautical term for ships sailing between the Atlantic and the Pacific before the Panama Canal?
0,What is the English meaning of caliente ?
0,What is the English meaning of hot?
3,Who recorded the 1957 hit Tammy ?
3,Who recorded Tammy's success in 1957?
1,What is considered the costliest disaster the insurance industry has ever faced ?
1,What is the most expensive disaster the insurance industry has faced?
0,Why doesn 't www.answers.com have any answers to my questions ?
0,Why does www.answers.com have no answer to my questions?
3,Who is the voice of Miss Piggy ?
3,Who's Miss Piggy's voice?
0,Why was the zipper invented ?
0,Why was the zipper invented?
