class,text
5,When was Babe Ruth born ?
5,When was Babe ruth support ?
2,"What does R.E.M. stand for , as in the rock group R.E.M. ?"
2,"What does R.tocopherol.k. bandstand for , as in the rock aggroup radius.tocopherol.MiB. ?"
1,What disease does Katharine Hepburn have that makes her voice shake ?
1,What disease does Katharine Hepburn have that give her part agitate ?
5,"What is the per-capita income of Colombia , South America ?"
5,"What is the per-capita income of Colombia , Confederacy USA ?"
0,Define Spumante .
0,set Spumante .
1,What is the weakest bone in the body ?
1,What is the washy debone in the consistence ?
4,What U.S. state is Dixville Notch in ?
4,What uranium.s. submit is Dixville notch in ?
3,Who was the only president to serve two nonconsecutive terms ?
3,WHO was the only chairperson to attend 2 nonconsecutive price ?
1,What were the names of the three ships used by Columbus ?
1,What were the epithet of the deuce-ace embark employ by Columbus ?
1,What is money made of ?
1,What is money get of ?
3,What was the role of the Medieval Guild ?
3,What was the purpose of the medieval club ?
0,What was the reason for the partition of the Anglican and Vatican churches ?
0,What was the understanding for the divider of the Anglican and Vatican church ?
4,In what state was the first co-educational college established
4,indium what land was the foremost co-educational college establish
0,How do I find a snowboarding website ?
0,How do ane ascertain a snowboarding site ?
5,How fast must a spacecraft travel to escape Earth 's gravity ?
5,How libertine must a spacecraft journey to flight earth 's sobriety ?
3,Which king signed the Magna Carta ?
3,Which King contract the Magna Carta ?
5,What 's the American dollar equivalent for 8 pounds in the U.K. ?
5,What 's the American buck eq for eighter pounding in the uracil.yard. ?
5,How much folic acid should an expectant mother get daily ?
5,How much folic Elvis should an big overprotect bewilder everyday ?
3,Who is the president of the Spanish government ?
3,WHO is the chair of the Spanish regime ?
0,Why do heavier objects travel downhill faster ?
0,Why do grueling objects journey downhill profligate ?
3,What was the name of the lawyer who represented Randy Craft ?
3,What was the epithet of the attorney who represent steamy trade ?
0,What is the history of Valentine 's Day cards ?
0,What is the account of valentine 's day add-in ?
1,What are emblazoned on the Jolly Roger ?
1,What are emblazon on the moderately Roger ?
3,What U.S. vice-president killed Alexander Hamilton in a duel ?
3,What u.mho. vice-president kill Alexanders Hamilton in a duel ?
3,What store does Martha Stewart advertise for ?
3,What shop does Martha Stewart publicise for ?
5,How tall is Prince Charles ?
5,How improbable is prince Charles ?
0,What happened in dogtown in 1899 to make that year remembered ?
0,What bump in dogtown in 1899 to ready that twelvemonth remember ?
4,What is the largest city in Germany ?
4,What is the prominent metropolis in Deutschland ?
5,When is the Sun closest to the Earth ?
5,When is the insolate snug to the earth ?
3,What detective lives on Punchbowl Hill and has 11 children ?
3,What tec living on Punchbowl mound and has xi tike ?
3,What two New York Yankee pitchers swapped wives and families ?
3,What 2 Modern York Yankee ewer swapped wive and mob ?
0,What is Colin Powell best known for ?
0,What is Colin Powell respectable bed for ?
4,Where was the first restaurant ?
4,Where was the get-go eatery ?
5,When was the first practical commercial typewriter marketed ?
5,When was the initiative hard-nosed commercial-grade typewriter market ?
3,What doctor is synonymous with footwear and foot care ?
3,What Doctor is synonymous with footgear and base charge ?
5,What is Dick Clark 's birthday ?
5,What is dick Clark 's birthday ?
3,What is the best Internet business to go into ?
3,What is the trump net occupation to die into ?
1,"What card game has variations called Canfield , Klondike and Spider ?"
1,"What placard gage has fluctuation visit Canfield , Klondike and wanderer ?"
0,How do you determine if a computer monitor has an SVGA adapter ?
0,How do you see if a calculator admonisher has an SVGA adaptor ?
5,When was the first Wall Street Journal published ?
5,When was the beginning palisade Street daybook publish ?
0,Where did Indian Pudding come from ?
0,Where did Amerind pudding hail from ?
5,How many inches tall is Stuart Little at birth ?
5,How many inch improbable is Stuart petty at deliver ?
0,"What was archy , and mehitabel ?"
0,"What was archy , and mehitabel ?"
5,About how many soldiers died in World War II ?
5,roughly how many soldiers die in World war ii ?
4,Where did the Wright brothers make their first flight ?
4,Where did the Wright crony nominate their kickoff flying ?
3,Who is the prime minister of Japan ?
3,Who is the prize curate of japan ?
3,What professional sports league originated the college draft ?
3,What pro sportsman conference originated the college tipple ?
0,How do you ask a total stranger out on a date ?
0,How do you necessitate a sum unusual out on a engagement ?
1,What are the three secondary colors ?
1,What are the iii lowly coloring ?
1,What 's another name for aspartame ?
1,What 's another mention for aspartame ?
3,What baseball team was routinely called `` dem bums '' by its frustrated fans ?
3,What baseball squad was routinely bid `` dem fundament '' by its torment fan ?
5,How many neurons are in the human brain ?
5,How many neuron are in the homo nous ?
3,Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?
3,Whom did Friz Freleng bestow to the warner Bros. sketch outrank ?
0,What is fellatio ?
0,What is fellation ?
4,What African country was founded by freed American slaves in 1847 ?
4,What African commonwealth was launch by exempt American slave in 1847 ?
0,How does a small businessman contact the Good Humor Ice Cream company to do business with them ?
0,How does a small-scale businessman tangency the honest humour glass emollient society to do job with them ?
0,Why did several San Diego schools remove apples from students menus ?
0,wherefore did several San Diego schooltime take apples from student carte ?
5,How many dollars a day did Arthur Frommer say you could get by on in Europe in 1968 ?
5,How many buck a Day did Arthur Frommer read you could arrest by on in EU in 1968 ?
0,What is ` Last Chance for Animals ' ?
0,What is ` finish bump for animal ' ?
3,What attorney-general ordered the closing of Alcatraz ?
3,What attorney-general consistent the shutting of Alcatraz ?
3,Who did Napolean defeat at Jena and Auerstadt ?
3,WHO did Napolean overcome at Jena and Auerstadt ?
0,Why does sound travel quicker through water than air ?
0,Why does go travelling quick through water than broadcast ?
0,What is dry ice ?
0,What is wry deoxyephedrine ?
1,What does God create in the first sentence of the Bible ?
1,What does god make in the 1st condemn of the bible ?
5,"When did President Kennedy , Lee Harvey Oswald , and Jack Ruby all die ?"
5,"When did chairman JFK , lee Harvey Oswald , and seafarer cherry all conk ?"
3,Who are the Challengers of the Unknown ?
3,WHO are the contender of the nameless ?
1,What is one of the languages of the Sioux ?
1,What is unmatchable of the nomenclature of the Siouan ?
5,In what year was the cannon invented ?
5,IN what yr was the cannon invent ?
3,Name the food company that traveled to Soviet Georgia to film a series of ads .
3,appoint the nutrient party that go to Soviet Sakartvelo to celluloid a series of ad .
4,In what city does Maurizio Pellegrin now live ?
4,Indiana what metropolis does Maurizio Pellegrin now endure ?
3,What British prime minister and U.S. president were seventh cousins once-removed ?
3,What British flower pastor and uranium.s. prexy were 7th cousins once-removed ?
0,What are Christopher Marlowe 's and Shakespeare 's literary contributions to English literature ?
0,What are Christopher Marlowe 's and Shakspere 's literary donation to side lit ?
3,Who starred in the movie The War of the Worlds ?
3,WHO asterisked in the flick The warfare of the universe ?
1,What rum is so `` mixable '' it is a one-brand bar ?
1,What rummy is so `` miscible '' it is a one-brand relegate ?
1,Which medium is Hamblen the first singing cowboy in ?
1,Which average is Hamblen the start singe cowman in ?
4,What country boasts Ismail 's Palace and the Palace of King Farouk ?
4,What land brag Ismail 's palace and the castle of king Farouk ?
3,Which radio stations air the Jim Bohannon Radio Talk Show ?
3,Which radio post transmit the Jim Bohannon tuner peach prove ?
1,What was Connecticut 's first constitution called ?
1,What was Connecticut 's beginning Constitution name ?
0,What is Shalom ?
0,What is Shalom ?
1,"What magazine gives us the cream , not the skim ?"
1,"What magazine reach USA the thrash , not the skimmed ?"
0,What steps can be taken to prevent diabetes ?
0,What stairs can be learn to preclude diabetes ?
4,What city or state do the most gay men live in ?
4,What metropolis or posit do the most cheery humans be in ?
1,What is the name of the song that Dracula plays on the organ ?
1,What is the constitute of the birdsong that Dracula diddle on the harmonium ?
0,What is dew point ?
0,What is dew bespeak ?
0,How do you select wine ?
0,How do you take wine-coloured ?
1,"What garment was named for Bradley , Voorhees and Day ?"
1,"What tog was diagnose for Bradley , Voorhees and day ?"
5,What are the dimensions of an ice hockey goal ?
5,What are the proportion of an shabu hockey finish ?
0,How does marijuana lead to other drugs ?
0,How does ganja precede to other drug ?
1,What 's a Craps player called ?
1,What 's a stool thespian yell ?
3,What was the player 's name who played nose tackle for the Eagles in Super Bowl XV ?
3,What was the instrumentalist 's figure who bet nuzzle rigging for the Eagles in first-rate bowl fifteen ?
0,What are the medical purposes of `` clitoridectomy '' ?
0,What are the aesculapian purpose of `` clitoridectomy '' ?
5,How many chemical elements are there ?
5,How many chemic ingredient are there ?
5,The Shea & Gould law firm had an office in L.A. for how many years ?
5,The Shea & Gould jurisprudence house had an post in 50.axerophthol. for how many days ?
3,Who was the conservationist who served as spokesperson for Post Grape Nuts ?
3,WHO was the conservationist who assist as interpreter for place grapevine addict ?
3,"When Mighty Mouse was conceived , what was his original name ?"
3,"When mighty sneak was conceptualize , what was his master discover ?"
1,Where is the human skin least sensitive ?
1,Where is the man peel least tender ?
1,What is the Islamic equivalent of the Red Cross ?
1,What is the Moslem eq of the blood-red hybridization ?
0,What is form drag ?
0,What is pattern cart ?
1,What was Mark Johnson referring to when he said : `` I still can 't believe it- we beat the Russians ? ''
1,What was tick LBJ concern to when he aforesaid : `` one silence can 't conceive it- we bunk the Russian ? ''
3,Name the first Russian astronaut to do a spacewalk .
3,name the kickoff Russian cosmonaut to do a spacewalk .
1,What did brontosauruses eat ?
1,What did brontosaur feed ?
4,What 's the oldest capital city in the Americas ?
4,What 's the old Capital metropolis in the USA ?
1,What does a spermologer collect ?
1,What does a spermologer cod ?
1,What is the most advanced handheld calculator in the world ?
1,What is the most advance hand-held estimator in the global ?
5,How many colors are there in a rainbow ?
5,How many discolor are there in a rainbow ?
5,When did the last Americans leave Vietnam ?
5,When did the finally Americans depart Annam ?
3,Who is the owner of CNN ?
3,WHO is the possessor of CNN ?
1,In what Olympic Games did Nadia Comaneci become popular ?
1,Indiana what Olympic back did Nadia Comaneci suit democratic ?
4,What London street is the home of British journalism ?
4,What London street is the household of Brits journalism ?
4,What are tourist attractions in Reims ?
4,What are holidaymaker draw in Rheims ?
3,Who is behind the name of the Harvey Wallbanger drink ?
3,WHO is hindquarters the nominate of the Harvey Wallbanger fuddle ?
4,What is a reliable site that I can download Heretic 2 ?
4,What is a authentic situation that unity can download heretic two ?
1,What was the first ready-to-eat breakfast cereal ?
1,What was the offset ready-to-eat breakfast grain ?
0,Why do pharmacists work on raised floors ?
0,Why do pharmacist bring on promote floors ?
5,How many URL extensions are there ? and what are they ?
5,How many URL lengthiness are there ? and what are they ?
3,What famous meat company went out of business because it became known that the underworld had been selling them kangaroo meat ?
3,What noted marrow accompany survive out of concern because it get bonk that the Scheol had been betray them kangaroo heart ?
3,"What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?"
3,"What are the low advert of rowan and martin , the adept of video 's Laugh-In ?"
3,Who is the monarch of the United Kingdom ?
3,WHO is the sovereign of the link kingdom ?
3,Who invented the stethoscope ?
3,WHO devise the stethoscope ?
5,How many hostages were killed in the Entebbe raid ?
5,How many hostage were obliterate in the Entebbe foray ?
1,What is a fear of childbirth ?
1,What is a fearfulness of childbearing ?
0,What is an auto-commentary ?
0,What is an auto-commentary ?
3,Who asked you to do the Loco-Motion with her in 1962 ?
3,WHO demand you to do the Loco-Motion with her in 1962 ?
0,What is the difference between a fruit and a vegetable ?
0,What is the dispute between a yield and a veggie ?
0,What does the theory of quantum leaps mean in simpler terms ?
0,What does the possibility of quantum bound bastardly in dim-witted condition ?
3,Name a band which was famous in the 1960 's .
3,figure a stria which was renowned in the 1960 's .
4,What continent 's name appears on the upper left corner of a Budweiser label ?
4,What Continent 's gens look on the amphetamine provide nook of a Budweiser tag ?
0,Why are the rooftops in Canada green ?
0,why are the rooftop in Canada Green ?
3,Who is Ishmael in Moby Dick ?
3,WHO is outcast in Moby gumshoe ?
0,Where does the expression `` cloud nine '' come from ?
0,Where does the locution `` obnubilate 9 '' seed from ?
0,How is the new Ford Econoline van F25 V1 engine ?
0,How is the newfangled fording Econoline avant-garde F25 V1 locomotive ?
0,What happened to Answers.com ?
0,What occur to resolution.com ?
0,How has TV affected our society ?
0,How has telecasting impact our companionship ?
0,What made the short-lived Star Hawks strip so unique ?
0,What clear the short-lived star monger airstrip so unique ?
3,What task does the Bouvier breed of dog perform ?
3,What tax does the Bouvier engender of heel do ?
4,What nationality is Ileana Cotrubas ?
